LeftPosition,RightPosition,LeftVelocity,RightVelocity,LeftAcceleration,RightAcceleration,Heading
0.0,0.0,0.0,0.0,200.0,200.0,0.0
0.02,0.02,2.0,2.0,200.0,200.0,0.0
0.06,0.06,4.0,4.0,200.0,200.0,0.0
0.12,0.12,6.0,6.0,200.0,200.0,0.0
0.2,0.2,8.0,8.0,200.0,200.0,0.0
0.30000000000000004,0.30000000000000004,10.0,10.0,200.0,200.0,0.0
0.42000000000000004,0.42000000000000004,12.0,12.0,200.0,200.0,0.0
0.56,0.56,14.0,14.0,200.0,200.0,0.0
0.7200000000000001,0.7200000000000001,16.0,16.0,200.0,200.0,0.0
0.9000000000000001,0.9000000000000001,18.0,18.0,200.0,200.0,0.0
1.1,1.1,19.999999999999996,19.999999999999996,200.0,200.0,0.0
1.32,1.32,21.999999999999996,21.999999999999996,200.0,200.0,0.0
1.56,1.56,23.999999999999996,23.999999999999996,200.0,200.0,0.0
1.82,1.82,25.999999999999993,25.999999999999993,200.0,200.0,0.0
2.1,2.1,28.0,28.0,200.0,200.0,0.0
2.4,2.4,30.0,30.0,200.0,200.0,0.0
2.7199999999999998,2.7199999999999998,32.0,32.0,200.0,200.0,0.0
3.0599999999999996,3.0599999999999996,34.00000000000001,34.00000000000001,200.0,200.0,0.0
3.4199999999999995,3.4199999999999995,36.0,36.0,200.0,200.0,0.0
3.7999999999999994,3.7999999999999994,38.0,38.0,200.0,200.0,0.0
4.199999999999999,4.199999999999999,40.0,40.0,200.0,200.0,0.0
4.619999999999999,4.619999999999999,42.00000000000001,42.00000000000001,200.0,200.0,0.0
5.06,5.06,44.00000000000001,44.00000000000001,200.0,200.0,0.0
5.52,5.52,46.00000000000001,46.00000000000001,200.0,200.0,0.0
6.0,6.0,48.000000000000014,48.000000000000014,200.0,200.0,0.0
6.5,6.5,50.00000000000002,50.00000000000002,200.0,200.0,0.0
7.0200000000000005,7.0200000000000005,52.00000000000002,52.00000000000002,200.0,200.0,0.0
7.5600000000000005,7.5600000000000005,54.00000000000002,54.00000000000002,200.0,200.0,0.0
8.120000000000001,8.120000000000001,56.00000000000002,56.00000000000002,200.0,200.0,0.0
8.700000000000001,8.700000000000001,58.00000000000003,58.00000000000003,200.0,200.0,0.0
9.3,9.3,60.000000000000036,60.000000000000036,200.0,200.0,0.0
9.920000000000002,9.920000000000002,62.000000000000036,62.000000000000036,200.0,200.0,0.0
10.560000000000002,10.560000000000002,64.00000000000003,64.00000000000003,200.0,200.0,0.0
11.220000000000002,11.220000000000002,66.00000000000003,66.00000000000003,200.0,200.0,0.0
11.900000000000002,11.900000000000002,68.00000000000003,68.00000000000003,200.0,200.0,0.0
12.600000000000003,12.600000000000003,70.00000000000003,70.00000000000003,200.0,200.0,0.0
13.320000000000004,13.320000000000004,72.00000000000003,72.00000000000003,200.0,200.0,0.0
14.060000000000004,14.060000000000004,74.00000000000003,74.00000000000003,200.0,200.0,0.0
14.820000000000004,14.820000000000004,76.00000000000003,76.00000000000003,200.0,200.0,0.0
15.600000000000003,15.600000000000003,78.00000000000001,78.00000000000001,200.0,200.0,0.0
16.400000000000002,16.400000000000002,80.00000000000003,80.00000000000003,200.0,200.0,0.0
17.220000000000002,17.220000000000002,82.00000000000003,82.00000000000003,200.0,200.0,0.0
18.060000000000002,18.060000000000002,84.00000000000003,84.00000000000003,200.0,200.0,0.0
18.92,18.92,86.00000000000004,86.00000000000004,200.0,200.0,0.0
19.8,19.8,88.00000000000004,88.00000000000004,200.0,200.0,0.0
20.700000000000003,20.700000000000003,90.00000000000006,90.00000000000006,200.0,200.0,0.0
21.620000000000005,21.620000000000005,92.00000000000004,92.00000000000004,200.0,200.0,0.0
22.560000000000006,22.560000000000006,94.00000000000004,94.00000000000004,200.0,200.0,0.0
23.520000000000007,23.520000000000007,96.00000000000004,96.00000000000004,200.0,200.0,0.0
24.500000000000007,24.500000000000007,98.00000000000006,98.00000000000006,200.0,200.0,0.0
25.500000000000007,25.500000000000007,100.0,100.0,0.0,0.0,0.0
26.500000000000007,26.500000000000007,100.0,100.0,0.0,0.0,0.0
27.500000000000007,27.500000000000007,100.0,100.0,0.0,0.0,0.0
28.500000000000007,28.500000000000007,100.0,100.0,0.0,0.0,0.0
29.500000000000007,29.500000000000007,100.0,100.0,0.0,0.0,0.0
30.500000000000007,30.500000000000007,100.0,100.0,0.0,0.0,0.0
31.500000000000007,31.500000000000007,100.0,100.0,0.0,0.0,0.0
32.50000000000001,32.50000000000001,100.0,100.0,0.0,0.0,0.0
33.50000000000001,33.50000000000001,100.0,100.0,0.0,0.0,0.0
34.50000000000001,34.50000000000001,100.0,100.0,0.0,0.0,0.0
35.50000000000001,35.50000000000001,100.0,100.0,0.0,0.0,0.0
36.50000000000001,36.50000000000001,100.0,100.0,0.0,0.0,0.0
37.50000000000001,37.50000000000001,100.0,100.0,0.0,0.0,0.0
38.50000000000001,38.50000000000001,100.0,100.0,0.0,0.0,0.0
39.50000000000001,39.50000000000001,100.0,100.0,0.0,0.0,0.0
40.50000000000001,40.50000000000001,100.0,100.0,0.0,0.0,0.0
41.50000000000001,41.50000000000001,100.0,100.0,0.0,0.0,0.0
42.50000000000001,42.50000000000001,100.0,100.0,0.0,0.0,0.0
43.50000000000001,43.50000000000001,100.0,100.0,0.0,0.0,0.0
44.50000000000001,44.50000000000001,100.0,100.0,0.0,0.0,0.0
45.50000000000001,45.50000000000001,100.0,100.0,0.0,0.0,0.0
46.50000000000001,46.50000000000001,100.0,100.0,0.0,0.0,0.0
