LeftPosition,RightPosition,LeftVelocity,RightVelocity,LeftAcceleration,RightAcceleration,Heading
0.0,0.0,0.0,0.0,200.0,200.0,0.0
0.019996311308893903,0.02000368869110611,1.9996311308893902,2.000368869110611,199.8893558302778,200.1106441697222,4.269947329850296E-6
0.059966821551831334,0.06003317844816867,3.997051024293743,4.002948975706256,199.5579172554935,200.4420827445065,6.828862303666295E-5
0.11986740458453105,0.12013259541546896,5.990058303269971,6.009941696730029,199.00715970734723,200.99284029265272,3.4545384175973837E-4
0.19963211627131194,0.20036788372868808,7.97647116867809,8.02352883132191,198.23952051861804,201.76047948138196,0.001090670693982209
0.29917348533515314,0.3008265146648469,9.95413690638412,10.045863093615884,197.25836840339733,202.74163159660262,0.002659221300404546
0.4183828942954715,0.4216171057045286,11.920940896031835,12.079059103968168,196.06795844300348,203.93204155699652,0.005505217062487474
0.5571310481821055,0.5628689518178945,13.874815388663404,14.125184611336593,194.67338196136092,205.32661803863903,0.010179612299084982
0.7152685226903063,0.7247314773096938,15.813747450820083,16.18625254917993,193.08050190229946,206.91949809770054,0.017327856958973632
0.8926263845837921,0.907373615416208,17.735786189348584,18.264213810651416,191.29588204683768,208.70411795316232,0.027687218185274892
1.089016881757138,1.1109831182428622,19.639049717334586,20.360950282665414,189.32671636437405,210.673283635626,0.04208368992100043
1.304234192150228,1.335765807849772,21.521731039309017,22.478268960690976,187.1807508375376,212.8192491624625,0.06142865035559141
1.5380552223071597,1.5819447776928401,23.38210301569318,24.617896984306814,184.8662050228741,215.1337949771259,0.0867153081057847
1.7902404418827598,1.84975955811724,25.218521957560004,26.781478042439982,182.39169388190453,217.60830611809547,0.11901514490321236
2.060534776370924,2.139465223629075,27.029433448816437,28.97056655118355,179.7661768934064,220.2338231065936,0.15947330348457656
2.3486685025361327,2.4513314974638662,28.813372616520883,31.186627383479117,176.99888299843244,223.00111700156756,0.2093052841658816
2.6543581953709396,2.7856418046290594,30.568969283480683,33.43103071651932,174.09928652375544,225.90071347624456,0.26979185175813797
2.9773076942718575,3.1426923057281417,32.29494989009179,35.705050109908235,171.0770809638011,228.92291903619895,0.3422746384985034
3.317209046028286,3.5227909539717133,33.99013517564285,38.009864824357166,167.94216069943008,232.05783930056992,0.42815353543872003
3.6737435476364033,3.9262564523635963,35.65345016081171,40.34654983918832,164.70468665843828,235.29531334156178,0.5288789759794715
4.046582761095867,4.353417238904132,37.28392134594636,42.716078654053625,161.37512181358744,238.62487818641256,0.6459494609875064
4.435389578966985,4.804610421033014,38.88068178711179,45.119318212888196,157.96433782619215,242.03566217380785,0.7809061206336271
4.839819348800625,5.280180651199375,40.442976983363955,47.557023016636045,154.4837586084825,245.5162413915175,0.9353270414990258
5.259520989513477,5.780479010486523,41.97016407128516,50.02983592871485,150.94552545877087,249.05447454122918,1.1108260516909254
5.694138377287683,6.305861622712317,43.46173877742063,52.538261222579386,147.36278207241764,252.63721792758236,1.309036511166255
6.143311573431611,6.85668842656839,44.917319614392845,55.08268038560717,143.74988675164053,256.25011324835947,1.531620869985926
6.606678445822531,7.4333215541774695,46.336687239092,57.66331276090803,140.12281349747656,259.8771865025235,1.780248983785312
7.083876325522654,8.036123674477347,47.71978797001231,60.280212029987716,136.49950332276651,263.5004966772335,2.0565992485671027
7.574543918966356,8.665456081033646,49.06675934437013,62.93324065562992,132.90030929686168,267.0996907031383,2.3623480910566115
8.078323423517503,9.321676576482501,50.37795045511467,65.62204954488539,129.34846763623747,270.6515323637625,2.699165382751173
8.594863172777902,10.005136827222103,51.65397492603986,68.3460250739602,125.8706316719977,274.12936832800233,3.068686840605852
9.123820286410279,10.716179713589726,52.89571136323764,71.10428863676245,122.49735823537243,277.5026417646275,3.472530251447444
9.664864125357942,11.455135874642064,54.104383894766286,73.89561610523374,119.26366266239364,280.73633733760636,3.912250007772311
10.217679946049527,12.22232005395048,55.281582069158524,76.71841793084157,116.20947862211571,283.79052137788426,4.389343031550191
10.781973177674846,13.018026822325162,56.42932316253189,79.57067683746817,113.38007390915934,286.61992609084064,4.905221169520317
11.357474212849796,13.842525787150212,57.550103517495074,82.44989648250501,110.82633442299132,289.1736655770086,5.461193525443181
11.943943776103374,14.696056223896633,58.64695632535788,85.35304367464221,108.60486780994665,291.3951321900533,6.058442295860363
12.54117891648785,15.578821083512159,59.723514038447505,88.27648596155261,106.77784304532506,293.22215695467503,6.697989925621616
13.14901944459722,16.49098055540279,60.784052810937126,91.21594718906293,105.41252782367535,294.5874721763246,7.3806802907231965
13.767354870555039,17.43264512944497,61.83354259578179,94.16645740421818,104.58041183912059,295.41958816087936,8.107144724047023
14.39613172841208,18.403868271587932,62.877685785704045,97.12231421429595,104.35584272767778,295.6441572723223,8.877765309930346
15.034209114514585,19.4028345267582,63.80773861025063,99.89662551702673,-50.91172229482216,50.91172229482215,9.692585468369424
15.664674604750212,20.40227429587745,63.04654902356269,99.9439769119251,-45.89371242258679,45.8937124225868,10.53750047781798
16.288241556621404,21.401963930676796,62.356695187119044,99.96896347993459,-194.50164353967,-205.49835646033006,11.39984399757957
16.905191234170136,22.400987499858253,61.69496775487313,99.90235691814571,-35.724499567505504,35.72449956750552,12.277576897962982
17.516992346653296,23.40036112106641,61.18011124831591,99.93736212081586,-30.69257353354018,30.69257353354021,13.168786307933038
18.12442393133679,24.40000919535655,60.743158468349264,99.96480742901403,-25.672584830149646,25.672584830149667,14.071554936347896
18.72825801131031,25.399860664529893,60.383407997351846,99.98514691733439,-20.68113010362224,20.681130103622213,14.983970856439264
